,feature name,rank
2981,CKSAAP_CL.gap3,2525
2982,CKSAAP_CP.gap3,2525
2983,CKSAAP_CS.gap3,2525
2986,CKSAAP_DD.gap3,2525
3006,CKSAAP_EE.gap3,2525
3007,CKSAAP_EF.gap3,2525
3008,CKSAAP_EG.gap3,2525
3032,CKSAAP_FN.gap3,2525
3033,CKSAAP_FP.gap3,2525
3034,CKSAAP_FQ.gap3,2525
3035,CKSAAP_FR.gap3,2525
3036,CKSAAP_FS.gap3,2525
3037,CKSAAP_FT.gap3,2525
3039,CKSAAP_FY.gap3,2525
3040,CKSAAP_GA.gap3,2525
3041,CKSAAP_GC.gap3,2525
3043,CKSAAP_GE.gap3,2525
3044,CKSAAP_GF.gap3,2525
3045,CKSAAP_GG.gap3,2525
3046,CKSAAP_GH.gap3,2525
3047,CKSAAP_GI.gap3,2525
3048,CKSAAP_GK.gap3,2525
3031,CKSAAP_FM.gap3,2525
3030,CKSAAP_FL.gap3,2525
3029,CKSAAP_FK.gap3,2525
3027,CKSAAP_FH.gap3,2525
3009,CKSAAP_EH.gap3,2525
3010,CKSAAP_EI.gap3,2525
3011,CKSAAP_EK.gap3,2525
3012,CKSAAP_EL.gap3,2525
3013,CKSAAP_EM.gap3,2525
3014,CKSAAP_EN.gap3,2525
3015,CKSAAP_EP.gap3,2525
2806,CKSAAP_MT.gap2,2525
3016,CKSAAP_EQ.gap3,2525
3018,CKSAAP_ES.gap3,2525
3021,CKSAAP_EY.gap3,2525
3022,CKSAAP_FA.gap3,2525
3023,CKSAAP_FD.gap3,2525
3024,CKSAAP_FE.gap3,2525
3025,CKSAAP_FF.gap3,2525
3026,CKSAAP_FG.gap3,2525
3017,CKSAAP_ER.gap3,2525
2299,CKSAAP_DC.gap1,2525
1923,CKSAAP_AP.gap0,2525
2297,CKSAAP_CV.gap1,2525
1127,DPC_EF,2525
1128,DPC_EG,2525
1129,DPC_EH,2525
1130,DPC_EI,2525
1131,DPC_EK,2525
1132,DPC_EL,2525
1133,DPC_EM,2525
1134,DPC_EN,2525
1135,DPC_EP,2525
1126,DPC_EE,2525
1136,DPC_EQ,2525
1138,DPC_ES,2525
1139,DPC_ET,2525
1140,DPC_EV,2525
1141,DPC_EW,2525
1142,DPC_EY,2525
1143,DPC_FA,2525
1144,DPC_FC,2525
1145,DPC_FD,2525
1146,DPC_FE,2525
1137,DPC_ER,2525
1147,DPC_FF,2525
1125,DPC_ED,2525
1123,DPC_EA,2525
1103,DPC_CV,2525
1104,DPC_DA,2525
1105,DPC_DC,2525
1106,DPC_DD,2525
1107,DPC_DE,2525
1108,DPC_DF,2525
1109,DPC_DG,2525
1110,DPC_DH,2525
1111,DPC_DI,2525
1124,DPC_EC,2525
1112,DPC_DK,2525
1114,DPC_DM,2525
1115,DPC_DN,2525
1116,DPC_DP,2525
1117,DPC_DQ,2525
1118,DPC_DR,2525
1119,DPC_DS,2525
1120,DPC_DT,2525
1121,DPC_DV,2525
1122,DPC_DY,2525
1113,DPC_DL,2525
1102,DPC_CT,2525
1148,DPC_FG,2525
1150,DPC_FI,2525
1175,DPC_GR,2525
1176,DPC_GS,2525
1177,DPC_GT,2525
1178,DPC_GV,2525
1179,DPC_GW,2525
1180,DPC_GY,2525
1181,DPC_HA,2525
1182,DPC_HD,2525
1183,DPC_HE,2525
1174,DPC_GQ,2525
1184,DPC_HF,2525
1186,DPC_HH,2525
1187,DPC_HI,2525
1188,DPC_HK,2525
1189,DPC_HL,2525
1190,DPC_HN,2525
1191,DPC_HP,2525
1192,DPC_HQ,2525
1193,DPC_HR,2525
1194,DPC_HS,2525
1185,DPC_HG,2525
1149,DPC_FH,2525
1173,DPC_GP,2525
1171,DPC_GM,2525
1151,DPC_FK,2525
1152,DPC_FL,2525
1153,DPC_FN,2525
1154,DPC_FP,2525
1155,DPC_FQ,2525
1156,DPC_FR,2525
1157,DPC_FS,2525
1158,DPC_FT,2525
1159,DPC_FV,2525
1172,DPC_GN,2525
1160,DPC_FY,2525
1162,DPC_GC,2525
1163,DPC_GD,2525
1164,DPC_GE,2525
1165,DPC_GF,2525
1166,DPC_GG,2525
1167,DPC_GH,2525
1168,DPC_GI,2525
1169,DPC_GK,2525
1170,DPC_GL,2525
1161,DPC_GA,2525
1101,DPC_CS,2525
1100,DPC_CP,2525
1099,DPC_CN,2525
999,DDE_TH,2525
1001,DDE_TK,2525
1003,DDE_TM,2525
1011,DDE_TW,2525
1012,DDE_TY,2525
1014,DDE_VC,2525
1018,DDE_VG,2525
1019,DDE_VH,2525
1024,DDE_VN,2525
998,DDE_TG,2525
1026,DDE_VQ,2525
1033,DDE_WA,2525
1034,DDE_WC,2525
1035,DDE_WD,2525
1036,DDE_WE,2525
1037,DDE_WF,2525
1038,DDE_WG,2525
1039,DDE_WH,2525
1040,DDE_WI,2525
1041,DDE_WK,2525
1031,DDE_VW,2525
1042,DDE_WL,2525
992,DDE_SY,2525
985,DDE_SP,2525
944,DDE_QN,2525
946,DDE_QQ,2525
948,DDE_QS,2525
951,DDE_QW,2525
952,DDE_QY,2525
954,DDE_RC,2525
955,DDE_RD,2525
957,DDE_RF,2525
959,DDE_RH,2525
991,DDE_SW,2525
961,DDE_RK,2525
964,DDE_RN,2525
966,DDE_RQ,2525
967,DDE_RR,2525
969,DDE_RT,2525
971,DDE_RW,2525
972,DDE_RY,2525
974,DDE_SC,2525
979,DDE_SH,2525
983,DDE_SM,2525
963,DDE_RM,2525
1043,DDE_WM,2525
1044,DDE_WN,2525
1045,DDE_WP,2525
1078,DPC_AG,2525
1079,DPC_AH,2525
1080,DPC_AI,2525
1081,DPC_AK,2525
1082,DPC_AL,2525
1083,DPC_AM,2525
1084,DPC_AN,2525
1085,DPC_AP,2525
1086,DPC_AQ,2525
1077,DPC_AF,2525
1087,DPC_AR,2525
1089,DPC_AT,2525
1090,DPC_AV,2525
1091,DPC_AW,2525
1092,DPC_AY,2525
1093,DPC_CA,2525
1094,DPC_CD,2525
1095,DPC_CE,2525
1097,DPC_CK,2525
1098,DPC_CL,2525
1088,DPC_AS,2525
1076,DPC_AE,2525
1075,DPC_AD,2525
1074,DPC_AC,2525
1046,DDE_WQ,2525
1047,DDE_WR,2525
1048,DDE_WS,2525
1049,DDE_WT,2525
1051,DDE_WW,2525
1052,DDE_WY,2525
1053,DDE_YA,2525
1054,DDE_YC,2525
1058,DDE_YG,2525
1059,DDE_YH,2525
1060,DDE_YI,2525
1061,DDE_YK,2525
1063,DDE_YM,2525
1064,DDE_YN,2525
1065,DDE_YP,2525
1066,DDE_YQ,2525
1067,DDE_YR,2525
1069,DDE_YT,2525
1071,DDE_YW,2525
1072,DDE_YY,2525
1073,DPC_AA,2525
1195,DPC_HT,2525
1196,DPC_HV,2525
1197,DPC_HY,2525
1198,DPC_IA,2525
1320,DPC_QR,2525
1321,DPC_QS,2525
1322,DPC_QT,2525
1323,DPC_QV,2525
1324,DPC_QY,2525
1325,DPC_RA,2525
1326,DPC_RD,2525
1327,DPC_RE,2525
1328,DPC_RF,2525
1319,DPC_QQ,2525
1329,DPC_RG,2525
1331,DPC_RI,2525
1332,DPC_RK,2525
1333,DPC_RL,2525
1334,DPC_RM,2525
1335,DPC_RN,2525
1336,DPC_RP,2525
1337,DPC_RQ,2525
1338,DPC_RR,2525
1339,DPC_RS,2525
1330,DPC_RH,2525
1340,DPC_RT,2525
1318,DPC_QP,2525
1316,DPC_QL,2525
1296,DPC_PH,2525
1297,DPC_PI,2525
1298,DPC_PK,2525
1299,DPC_PL,2525
1300,DPC_PN,2525
1301,DPC_PP,2525
1302,DPC_PQ,2525
1303,DPC_PR,2525
1304,DPC_PS,2525
1317,DPC_QN,2525
1305,DPC_PT,2525
1307,DPC_PY,2525
1308,DPC_QA,2525
1309,DPC_QD,2525
1310,DPC_QE,2525
1311,DPC_QF,2525
1312,DPC_QG,2525
1313,DPC_QH,2525
1314,DPC_QI,2525
1315,DPC_QK,2525
1306,DPC_PV,2525
1341,DPC_RV,2525
1342,DPC_RY,2525
1343,DPC_SA,2525
1369,DPC_TH,2525
1370,DPC_TI,2525
1371,DPC_TK,2525
1372,DPC_TL,2525
1373,DPC_TM,2525
1374,DPC_TN,2525
1375,DPC_TP,2525
1376,DPC_TQ,2525
1377,DPC_TR,2525
1368,DPC_TG,2525
1378,DPC_TS,2525
1380,DPC_TV,2525
1381,DPC_TW,2525
1382,DPC_TY,2525
1383,DPC_VA,2525
1384,DPC_VC,2525
1385,DPC_VD,2525
1386,DPC_VE,2525
1387,DPC_VF,2525
1388,DPC_VG,2525
1379,DPC_TT,2525
1367,DPC_TF,2525
1366,DPC_TE,2525
1365,DPC_TD,2525
1344,DPC_SC,2525
1345,DPC_SD,2525
1346,DPC_SE,2525
1347,DPC_SF,2525
1348,DPC_SG,2525
1349,DPC_SH,2525
1350,DPC_SI,2525
1351,DPC_SK,2525
1352,DPC_SL,2525
1353,DPC_SM,2525
1354,DPC_SN,2525
1355,DPC_SP,2525
1356,DPC_SQ,2525
1357,DPC_SR,2525
1358,DPC_SS,2525
1359,DPC_ST,2525
1360,DPC_SV,2525
1361,DPC_SW,2525
1362,DPC_SY,2525
1363,DPC_TA,2525
1364,DPC_TC,2525
1295,DPC_PG,2525
943,DDE_QM,2525
1294,DPC_PF,2525
1292,DPC_PD,2525
1223,DPC_KH,2525
1224,DPC_KI,2525
1225,DPC_KK,2525
1226,DPC_KL,2525
1227,DPC_KM,2525
1228,DPC_KN,2525
1229,DPC_KP,2525
1230,DPC_KQ,2525
1231,DPC_KR,2525
1222,DPC_KG,2525
1232,DPC_KS,2525
1234,DPC_KV,2525
1235,DPC_KY,2525
1236,DPC_LA,2525
1237,DPC_LC,2525
1238,DPC_LD,2525
1239,DPC_LE,2525
1240,DPC_LF,2525
1241,DPC_LG,2525
1242,DPC_LH,2525
1233,DPC_KT,2525
1243,DPC_LI,2525
1221,DPC_KF,2525
1219,DPC_KD,2525
1199,DPC_IC,2525
1200,DPC_ID,2525
1201,DPC_IE,2525
1202,DPC_IF,2525
1203,DPC_IG,2525
1204,DPC_IH,2525
1205,DPC_II,2525
1206,DPC_IK,2525
1207,DPC_IL,2525
1220,DPC_KE,2525
1208,DPC_IM,2525
1210,DPC_IP,2525
1211,DPC_IQ,2525
1212,DPC_IR,2525
1213,DPC_IS,2525
1214,DPC_IT,2525
1215,DPC_IV,2525
1216,DPC_IY,2525
1217,DPC_KA,2525
1218,DPC_KC,2525
1209,DPC_IN,2525
1244,DPC_LK,2525
1245,DPC_LL,2525
1246,DPC_LM,2525
1272,DPC_ND,2525
1273,DPC_NE,2525
1274,DPC_NF,2525
1275,DPC_NG,2525
1276,DPC_NH,2525
1277,DPC_NI,2525
1278,DPC_NK,2525
1279,DPC_NL,2525
1280,DPC_NM,2525
1271,DPC_NA,2525
1281,DPC_NN,2525
1283,DPC_NQ,2525
1284,DPC_NR,2525
1285,DPC_NS,2525
1286,DPC_NT,2525
1287,DPC_NV,2525
1288,DPC_NW,2525
1289,DPC_NY,2525
1290,DPC_PA,2525
1291,DPC_PC,2525
1282,DPC_NP,2525
1270,DPC_MV,2525
1269,DPC_MT,2525
1268,DPC_MS,2525
1247,DPC_LN,2525
1248,DPC_LP,2525
1249,DPC_LQ,2525
1250,DPC_LR,2525
1251,DPC_LS,2525
1252,DPC_LT,2525
1253,DPC_LV,2525
1254,DPC_LW,2525
1255,DPC_LY,2525
1256,DPC_MA,2525
1257,DPC_MD,2525
1258,DPC_ME,2525
1259,DPC_MF,2525
1260,DPC_MG,2525
1261,DPC_MI,2525
1262,DPC_MK,2525
1263,DPC_ML,2525
1264,DPC_MN,2525
1265,DPC_MP,2525
1266,DPC_MQ,2525
1267,DPC_MR,2525
1293,DPC_PE,2525
1389,DPC_VH,2525
942,DDE_QL,2525
937,DDE_QF,2525
516,CTriad_g2.g6.g2,2525
517,CTriad_g2.g6.g3,2525
518,CTriad_g2.g6.g4,2525
519,CTriad_g2.g6.g5,2525
521,CTriad_g2.g7.g1,2525
522,CTriad_g2.g7.g3,2525
523,CTriad_g3.g1.g1,2525
525,CTriad_g3.g1.g3,2525
526,CTriad_g3.g1.g4,2525
515,CTriad_g2.g6.g1,2525
527,CTriad_g3.g1.g5,2525
530,CTriad_g3.g2.g2,2525
533,CTriad_g3.g2.g5,2525
534,CTriad_g3.g2.g6,2525
535,CTriad_g3.g3.g1,2525
537,CTriad_g3.g3.g3,2525
538,CTriad_g3.g3.g4,2525
539,CTriad_g3.g3.g5,2525
540,CTriad_g3.g3.g6,2525
541,CTriad_g3.g4.g1,2525
528,CTriad_g3.g1.g6,2525
544,CTriad_g3.g4.g4,2525
514,CTriad_g2.g5.g6,2525
512,CTriad_g2.g5.g4,2525
487,CTriad_g2.g1.g6,2525
488,CTriad_g2.g1.g7,2525
489,CTriad_g2.g2.g1,2525
490,CTriad_g2.g2.g2,2525
494,CTriad_g2.g2.g6,2525
495,CTriad_g2.g2.g7,2525
496,CTriad_g2.g3.g1,2525
497,CTriad_g2.g3.g2,2525
500,CTriad_g2.g3.g5,2525
513,CTriad_g2.g5.g5,2525
501,CTriad_g2.g3.g6,2525
503,CTriad_g2.g4.g1,2525
504,CTriad_g2.g4.g2,2525
505,CTriad_g2.g4.g3,2525
506,CTriad_g2.g4.g4,2525
507,CTriad_g2.g4.g5,2525
508,CTriad_g2.g4.g6,2525
509,CTriad_g2.g5.g1,2525
510,CTriad_g2.g5.g2,2525
511,CTriad_g2.g5.g3,2525
502,CTriad_g2.g3.g7,2525
485,CTriad_g2.g1.g4,2525
545,CTriad_g3.g4.g5,2525
547,CTriad_g3.g5.g1,2525
576,CTriad_g4.g3.g4,2525
578,CTriad_g4.g3.g6,2525
580,CTriad_g4.g4.g2,2525
581,CTriad_g4.g4.g3,2525
582,CTriad_g4.g4.g4,2525
583,CTriad_g4.g4.g5,2525
584,CTriad_g4.g4.g6,2525
585,CTriad_g4.g5.g1,2525
586,CTriad_g4.g5.g2,2525
575,CTriad_g4.g3.g3,2525
587,CTriad_g4.g5.g3,2525
589,CTriad_g4.g5.g5,2525
590,CTriad_g4.g5.g6,2525
591,CTriad_g4.g6.g1,2525
592,CTriad_g4.g6.g2,2525
593,CTriad_g4.g6.g3,2525
594,CTriad_g4.g6.g4,2525
595,CTriad_g4.g6.g5,2525
596,CTriad_g4.g6.g6,2525
597,CTriad_g5.g1.g1,2525
588,CTriad_g4.g5.g4,2525
546,CTriad_g3.g4.g6,2525
574,CTriad_g4.g3.g2,2525
571,CTriad_g4.g2.g5,2525
548,CTriad_g3.g5.g2,2525
549,CTriad_g3.g5.g3,2525
550,CTriad_g3.g5.g4,2525
551,CTriad_g3.g5.g5,2525
552,CTriad_g3.g5.g6,2525
553,CTriad_g3.g6.g1,2525
554,CTriad_g3.g6.g2,2525
555,CTriad_g3.g6.g3,2525
557,CTriad_g3.g6.g5,2525
572,CTriad_g4.g2.g6,2525
558,CTriad_g3.g6.g6,2525
560,CTriad_g3.g7.g2,2525
562,CTriad_g4.g1.g2,2525
564,CTriad_g4.g1.g4,2525
565,CTriad_g4.g1.g5,2525
566,CTriad_g4.g1.g6,2525
567,CTriad_g4.g2.g1,2525
568,CTriad_g4.g2.g2,2525
569,CTriad_g4.g2.g3,2525
570,CTriad_g4.g2.g4,2525
559,CTriad_g3.g7.g1,2525
484,CTriad_g2.g1.g3,2525
483,CTriad_g2.g1.g2,2525
481,CTriad_g1.g7.g2,2525
112,CKSAAGP_negativecharger.postivecharger.gap3,2525
126,CKSAAGP_aromatic.aromatic.gap4,2525
127,CKSAAGP_aromatic.postivecharger.gap4,2525
131,CKSAAGP_postivecharger.aromatic.gap4,2525
132,CKSAAGP_postivecharger.postivecharger.gap4,2525
135,CKSAAGP_negativecharger.alphaticr.gap4,2525
138,CKSAAGP_negativecharger.negativecharger.gap4,2525
139,CKSAAGP_negativecharger.uncharger.gap4,2525
143,CKSAAGP_uncharger.negativecharger.gap4,2525
107,CKSAAGP_postivecharger.postivecharger.gap3,2525
150,CKSAAGP_aromatic.alphaticr.gap5,2525
156,CKSAAGP_postivecharger.aromatic.gap5,2525
157,CKSAAGP_postivecharger.postivecharger.gap5,2525
158,CKSAAGP_postivecharger.negativecharger.gap5,2525
161,CKSAAGP_negativecharger.aromatic.gap5,2525
163,CKSAAGP_negativecharger.negativecharger.gap5,2525
166,CKSAAGP_uncharger.aromatic.gap5,2525
190,CTDC_hydrophobicity_FASG890101.G3,2525
194,CTDC_polarity.G1,2525
199,CTDC_polarizability.G3,2525
151,CKSAAGP_aromatic.aromatic.gap5,2525
207,CTDC_solventaccess.G2,2525
103,CKSAAGP_aromatic.negativecharger.gap3,2525
86,CKSAAGP_negativecharger.aromatic.gap2,2525
4,AAC_C,2525
9,AAC_I,2525
17,AAC_W,2525
26,CKSAAGP_aromatic.aromatic.gap0,2525
27,CKSAAGP_aromatic.postivecharger.gap0,2525
28,CKSAAGP_aromatic.negativecharger.gap0,2525
31,CKSAAGP_postivecharger.aromatic.gap0,2525
33,CKSAAGP_postivecharger.negativecharger.gap0,2525
36,CKSAAGP_negativecharger.aromatic.gap0,2525
97,CKSAAGP_alphaticr.postivecharger.gap3,2525
51,CKSAAGP_aromatic.aromatic.gap1,2525
53,CKSAAGP_aromatic.negativecharger.gap1,2525
57,CKSAAGP_postivecharger.postivecharger.gap1,2525
58,CKSAAGP_postivecharger.negativecharger.gap1,2525
63,CKSAAGP_negativecharger.negativecharger.gap1,2525
76,CKSAAGP_aromatic.aromatic.gap2,2525
77,CKSAAGP_aromatic.postivecharger.gap2,2525
78,CKSAAGP_aromatic.negativecharger.gap2,2525
81,CKSAAGP_postivecharger.aromatic.gap2,2525
82,CKSAAGP_postivecharger.postivecharger.gap2,2525
52,CKSAAGP_aromatic.postivecharger.gap1,2525
280,CTDD_hydrophobicity_CASG920101.3.residue25,2525
329,CTDD_polarity.1.residue0,2525
330,CTDD_polarity.1.residue25,2525
459,CTriad_g1.g3.g4,2525
460,CTriad_g1.g3.g5,2525
461,CTriad_g1.g3.g6,2525
462,CTriad_g1.g4.g1,2525
463,CTriad_g1.g4.g2,2525
464,CTriad_g1.g4.g3,2525
465,CTriad_g1.g4.g4,2525
466,CTriad_g1.g4.g5,2525
467,CTriad_g1.g4.g6,2525
458,CTriad_g1.g3.g3,2525
468,CTriad_g1.g5.g1,2525
470,CTriad_g1.g5.g3,2525
471,CTriad_g1.g5.g4,2525
472,CTriad_g1.g5.g5,2525
473,CTriad_g1.g5.g6,2525
474,CTriad_g1.g6.g1,2525
476,CTriad_g1.g6.g3,2525
478,CTriad_g1.g6.g5,2525
479,CTriad_g1.g6.g6,2525
480,CTriad_g1.g7.g1,2525
469,CTriad_g1.g5.g2,2525
457,CTriad_g1.g3.g2,2525
455,CTriad_g1.g2.g6,2525
454,CTriad_g1.g2.g5,2525
331,CTDD_polarity.1.residue50,2525
332,CTDD_polarity.1.residue75,2525
333,CTDD_polarity.1.residue100,2525
354,CTDD_polarizability.3.residue0,2525
355,CTDD_polarizability.3.residue25,2525
356,CTDD_polarizability.3.residue50,2525
357,CTDD_polarizability.3.residue75,2525
358,CTDD_polarizability.3.residue100,2525
360,CTDD_charge.1.residue25,2525
394,CTDD_solventaccess.2.residue0,2525
395,CTDD_solventaccess.2.residue25,2525
396,CTDD_solventaccess.2.residue50,2525
397,CTDD_solventaccess.2.residue75,2525
398,CTDD_solventaccess.2.residue100,2525
422,CTDT_hydrophobicity_FASG890101.Tr1221,2525
445,CTriad_g1.g1.g3,2525
446,CTriad_g1.g1.g4,2525
447,CTriad_g1.g1.g5,2525
449,CTriad_g1.g1.g7,2525
450,CTriad_g1.g2.g1,2525
453,CTriad_g1.g2.g4,2525
598,CTriad_g5.g1.g2,2525
599,CTriad_g5.g1.g3,2525
600,CTriad_g5.g1.g4,2525
601,CTriad_g5.g1.g5,2525
797,DDE_HF,2525
798,DDE_HG,2525
801,DDE_HK,2525
803,DDE_HM,2525
804,DDE_HN,2525
805,DDE_HP,2525
806,DDE_HQ,2525
807,DDE_HR,2525
808,DDE_HS,2525
794,DDE_HC,2525
809,DDE_HT,2525
811,DDE_HW,2525
812,DDE_HY,2525
813,DDE_IA,2525
814,DDE_IC,2525
815,DDE_ID,2525
816,DDE_IE,2525
817,DDE_IF,2525
819,DDE_IH,2525
822,DDE_IL,2525
810,DDE_HV,2525
824,DDE_IN,2525
793,DDE_HA,2525
784,DDE_GN,2525
736,DDE_EE,2525
739,DDE_EH,2525
740,DDE_EI,2525
742,DDE_EL,2525
745,DDE_EP,2525
749,DDE_ET,2525
751,DDE_EW,2525
754,DDE_FC,2525
755,DDE_FD,2525
786,DDE_GQ,2525
758,DDE_FG,2525
765,DDE_FP,2525
766,DDE_FQ,2525
767,DDE_FR,2525
769,DDE_FT,2525
771,DDE_FW,2525
776,DDE_GE,2525
777,DDE_GF,2525
779,DDE_GH,2525
783,DDE_GM,2525
763,DDE_FM,2525
828,DDE_IS,2525
831,DDE_IW,2525
832,DDE_IY,2525
894,DDE_NC,2525
897,DDE_NF,2525
899,DDE_NH,2525
900,DDE_NI,2525
904,DDE_NN,2525
905,DDE_NP,2525
908,DDE_NS,2525
912,DDE_NY,2525
914,DDE_PC,2525
893,DDE_NA,2525
917,DDE_PF,2525
919,DDE_PH,2525
920,DDE_PI,2525
921,DDE_PK,2525
923,DDE_PM,2525
926,DDE_PQ,2525
927,DDE_PR,2525
930,DDE_PV,2525
931,DDE_PW,2525
934,DDE_QC,2525
918,DDE_PG,2525
891,DDE_MW,2525
890,DDE_MV,2525
889,DDE_MT,2525
834,DDE_KC,2525
839,DDE_KH,2525
845,DDE_KP,2525
846,DDE_KQ,2525
851,DDE_KW,2525
852,DDE_KY,2525
854,DDE_LC,2525
859,DDE_LH,2525
871,DDE_LW,2525
874,DDE_MC,2525
876,DDE_ME,2525
877,DDE_MF,2525
878,DDE_MG,2525
879,DDE_MH,2525
880,DDE_MI,2525
882,DDE_ML,2525
883,DDE_MM,2525
884,DDE_MN,2525
885,DDE_MP,2525
887,DDE_MR,2525
888,DDE_MS,2525
734,DDE_EC,2525
938,DDE_QG,2525
731,DDE_DW,2525
727,DDE_DR,2525
626,CTriad_g5.g5.g6,2525
627,CTriad_g5.g6.g1,2525
628,CTriad_g5.g6.g2,2525
629,CTriad_g5.g6.g3,2525
630,CTriad_g5.g6.g4,2525
631,CTriad_g5.g6.g5,2525
632,CTriad_g5.g6.g6,2525
635,CTriad_g6.g1.g3,2525
636,CTriad_g6.g1.g4,2525
625,CTriad_g5.g5.g5,2525
637,CTriad_g6.g1.g5,2525
639,CTriad_g6.g2.g1,2525
640,CTriad_g6.g2.g2,2525
641,CTriad_g6.g2.g3,2525
642,CTriad_g6.g2.g4,2525
643,CTriad_g6.g2.g5,2525
644,CTriad_g6.g2.g6,2525
645,CTriad_g6.g3.g1,2525
647,CTriad_g6.g3.g3,2525
648,CTriad_g6.g3.g4,2525
638,CTriad_g6.g1.g6,2525
649,CTriad_g6.g3.g5,2525
624,CTriad_g5.g5.g4,2525
622,CTriad_g5.g5.g2,2525
602,CTriad_g5.g1.g6,2525
603,CTriad_g5.g2.g1,2525
604,CTriad_g5.g2.g2,2525
605,CTriad_g5.g2.g3,2525
606,CTriad_g5.g2.g4,2525
607,CTriad_g5.g2.g5,2525
608,CTriad_g5.g2.g6,2525
609,CTriad_g5.g3.g1,2525
610,CTriad_g5.g3.g2,2525
623,CTriad_g5.g5.g3,2525
611,CTriad_g5.g3.g3,2525
613,CTriad_g5.g3.g5,2525
614,CTriad_g5.g3.g6,2525
615,CTriad_g5.g4.g1,2525
616,CTriad_g5.g4.g2,2525
617,CTriad_g5.g4.g3,2525
618,CTriad_g5.g4.g4,2525
619,CTriad_g5.g4.g5,2525
620,CTriad_g5.g4.g6,2525
621,CTriad_g5.g5.g1,2525
612,CTriad_g5.g3.g4,2525
650,CTriad_g6.g3.g6,2525
652,CTriad_g6.g4.g2,2525
653,CTriad_g6.g4.g3,2525
697,DDE_CF,2525
698,DDE_CG,2525
699,DDE_CH,2525
700,DDE_CI,2525
701,DDE_CK,2525
703,DDE_CM,2525
704,DDE_CN,2525
705,DDE_CP,2525
706,DDE_CQ,2525
696,DDE_CE,2525
707,DDE_CR,2525
709,DDE_CT,2525
710,DDE_CV,2525
711,DDE_CW,2525
712,DDE_CY,2525
714,DDE_DC,2525
717,DDE_DF,2525
719,DDE_DH,2525
720,DDE_DI,2525
723,DDE_DM,2525
708,DDE_CS,2525
694,DDE_CC,2525
693,DDE_CA,2525
692,DDE_AY,2525
654,CTriad_g6.g4.g4,2525
655,CTriad_g6.g4.g5,2525
656,CTriad_g6.g4.g6,2525
657,CTriad_g6.g5.g1,2525
658,CTriad_g6.g5.g2,2525
659,CTriad_g6.g5.g3,2525
660,CTriad_g6.g5.g4,2525
661,CTriad_g6.g5.g5,2525
662,CTriad_g6.g5.g6,2525
663,CTriad_g6.g6.g1,2525
665,CTriad_g6.g6.g3,2525
666,CTriad_g6.g6.g4,2525
667,CTriad_g6.g6.g5,2525
668,CTriad_g6.g6.g6,2525
669,CTriad_g7.g1.g1,2525
670,CTriad_g7.g1.g3,2525
672,CTriad_g7.g3.g1,2525
674,DDE_AC,2525
675,DDE_AD,2525
677,DDE_AF,2525
691,DDE_AW,2525
730,DDE_DV,2525
1390,DPC_VI,2525
1391,DPC_VK,2525
1392,DPC_VL,2525
2032,CKSAAP_HS.gap0,2525
2033,CKSAAP_HT.gap0,2525
2034,CKSAAP_HV.gap0,2525
2035,CKSAAP_HY.gap0,2525
2036,CKSAAP_IA.gap0,2525
2037,CKSAAP_IC.gap0,2525
2038,CKSAAP_ID.gap0,2525
2039,CKSAAP_IE.gap0,2525
2040,CKSAAP_IF.gap0,2525
2031,CKSAAP_HR.gap0,2525
2041,CKSAAP_IG.gap0,2525
2043,CKSAAP_II.gap0,2525
2044,CKSAAP_IK.gap0,2525
2045,CKSAAP_IL.gap0,2525
2046,CKSAAP_IM.gap0,2525
2047,CKSAAP_IN.gap0,2525
2048,CKSAAP_IP.gap0,2525
2049,CKSAAP_IQ.gap0,2525
2050,CKSAAP_IR.gap0,2525
2051,CKSAAP_IS.gap0,2525
2042,CKSAAP_IH.gap0,2525
2052,CKSAAP_IT.gap0,2525
2030,CKSAAP_HQ.gap0,2525
2028,CKSAAP_HN.gap0,2525
2008,CKSAAP_GL.gap0,2525
2009,CKSAAP_GM.gap0,2525
2010,CKSAAP_GN.gap0,2525
2011,CKSAAP_GP.gap0,2525
2012,CKSAAP_GQ.gap0,2525
2013,CKSAAP_GR.gap0,2525
2014,CKSAAP_GS.gap0,2525
2015,CKSAAP_GT.gap0,2525
2016,CKSAAP_GV.gap0,2525
2029,CKSAAP_HP.gap0,2525
2017,CKSAAP_GW.gap0,2525
2019,CKSAAP_HA.gap0,2525
2020,CKSAAP_HD.gap0,2525
2021,CKSAAP_HE.gap0,2525
2022,CKSAAP_HF.gap0,2525
2023,CKSAAP_HG.gap0,2525
2024,CKSAAP_HH.gap0,2525
2025,CKSAAP_HI.gap0,2525
2026,CKSAAP_HK.gap0,2525
2027,CKSAAP_HL.gap0,2525
2018,CKSAAP_GY.gap0,2525
2007,CKSAAP_GK.gap0,2525
2053,CKSAAP_IV.gap0,2525
2055,CKSAAP_KA.gap0,2525
2080,CKSAAP_LH.gap0,2525
2081,CKSAAP_LI.gap0,2525
2082,CKSAAP_LK.gap0,2525
2083,CKSAAP_LL.gap0,2525
2084,CKSAAP_LM.gap0,2525
2085,CKSAAP_LN.gap0,2525
2086,CKSAAP_LP.gap0,2525
2087,CKSAAP_LQ.gap0,2525
2088,CKSAAP_LR.gap0,2525
2079,CKSAAP_LG.gap0,2525
2089,CKSAAP_LS.gap0,2525
2091,CKSAAP_LV.gap0,2525
